Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force
BR1 1HN,Yes,51.40039,0.015177,540278,168744,TQ402687,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",45,22,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,52,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.157162,BR,BR1,"Metropolitan Police"
BR1 1HP,Yes,51.400781,0.014404,540223,168786,TQ402687,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",36,15,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,51,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.222461,BR,BR1,"Metropolitan Police"
BR1 1HQ,No,51.404507,0.014237,540200,169200,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1990-07-01,1992-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018C","Urban major conurbation",London,71,4,E01000677,,E02000144,"Bromley 018",E43000196,E00003266,E14000604,19350,8,1,2019-03-28,"Bromley North",0.465372,BR,BR1,"Metropolitan Police"
BR1 1HR,Yes,51.401648,0.014715,540242,168883,TQ402688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,,"Bromley, unparished area","",11,7,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,58,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.259025,BR,BR1,"Metropolitan Police"
BR1 1HS,Yes,51.401562,0.014467,540225,168873,TQ402688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",14,6,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,56,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.265118,BR,BR1,"Metropolitan Police"
BR1 1HT,Yes,51.401521,0.014249,540210,168868,TQ402688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",28,18,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,54,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.273893,BR,BR1,"Metropolitan Police"
BR1 1HU,Yes,51.402095,0.014821,540248,168933,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,62,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.291716,BR,BR1,"Metropolitan Police"
BR1 1HW,Yes,51.400948,0.013574,540165,168803,TQ401688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",86,40,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,46,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.282734,BR,BR1,"Metropolitan Police"
BR1 1HX,Yes,51.401141,0.014391,540221,168826,TQ402688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-10-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,53,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.241642,BR,BR1,"Metropolitan Police"
BR1 1HY,No,51.402102,0.014936,540256,168934,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1998-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,62,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.287608,BR,BR1,"Metropolitan Police"
BR1 1HZ,Yes,51.401837,0.014131,540201,168903,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",8,4,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,55,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.302827,BR,BR1,"Metropolitan Police"
BR1 1JA,Yes,51.401897,0.014349,540216,168910,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",11,8,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,58,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,1,0,2019-03-28,"Bromley South",0.296533,BR,BR1,"Metropolitan Police"
BR1 1JB,Yes,51.40257,0.014396,540217,168985,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",81,39,"Greater London","Bromley","Bromley 018C","Urban major conurbation",London,62,5,E01000677,,E02000144,"Bromley 018",E43000196,E00003266,E14000604,19350,1,0,2019-03-28,"Bromley South",0.351683,BR,BR1,"Metropolitan Police"
BR1 1JD,Yes,51.404847,0.01533,540275,169240,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,75,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,0,2019-03-28,"Bromley North",0.403398,BR,BR1,"Metropolitan Police"
BR1 1JF,Yes,51.404272,0.015333,540277,169176,TQ402691,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,5,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,0,2019-03-28,"Bromley North",0.464936,BR,BR1,"Metropolitan Police"
BR1 1JG,No,51.404548,0.015461,540285,169207,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,2003-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,1,2019-03-28,"Bromley North",0.433026,BR,BR1,"Metropolitan Police"
BR1 1JH,Yes,51.404506,0.015315,540275,169202,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,1,2019-03-28,"Bromley North",0.440117,BR,BR1,"Metropolitan Police"
BR1 1JJ,No,51.404507,0.014237,540200,169200,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1990-02-01,1990-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018C","Urban major conurbation",London,71,4,E01000677,,E02000144,"Bromley 018",E43000196,E00003266,E14000604,19350,8,1,2019-03-28,"Bromley North",0.465372,BR,BR1,"Metropolitan Police"
BR1 1JL,Yes,51.40404,0.015237,540271,169150,TQ402691,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,73,5,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,1,2019-03-28,"Bromley South",0.472288,BR,BR1,"Metropolitan Police"
BR1 1JN,Yes,51.406873,0.015189,540259,169465,TQ402694,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1983-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,70,4,E01000675,,E02000144,"Bromley 018",E43000196,E00003254,E14000604,20532,1,1,2019-03-28,"Bromley North",0.204199,BR,BR1,"Metropolitan Police"
BR1 1JP,No,51.403161,0.015601,540299,169053,TQ402690,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1996-06-01,2001-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,70,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003254,E14000604,20532,1,1,2019-03-28,"Bromley South",0.37167,BR,BR1,"Metropolitan Police"
BR1 1JQ,Yes,51.403603,0.015517,540292,169102,TQ402691,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,71,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003254,E14000604,20532,1,0,2019-03-28,"Bromley South",0.420111,BR,BR1,"Metropolitan Police"
BR1 1JR,No,51.401897,0.014323,540214,168910,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1992-01-01,2000-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,58,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003236,E14000604,20532,8,1,2019-03-28,"Bromley South",0.297805,BR,BR1,"Metropolitan Police"
BR1 1JS,No,51.402709,0.014158,540200,169000,TQ402689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1992-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018C","Urban major conurbation",London,62,5,E01000677,,E02000144,"Bromley 018",E43000196,E00003266,E14000604,19350,8,1,2019-03-28,"Bromley South",0.373883,BR,BR1,"Metropolitan Police"
BR1 1JT,No,51.402274,0.015936,540325,168955,TQ403689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1999-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,66,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,1,2019-03-28,"Bromley South",0.271141,BR,BR1,"Metropolitan Police"
BR1 1JU,No,51.401786,0.015555,540300,168900,TQ403689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1990-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,63,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.234478,BR,BR1,"Metropolitan Police"
BR1 1JW,Yes,51.403161,0.015627,540301,169053,TQ403690,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,70,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003254,E14000604,20532,1,0,2019-03-28,"Bromley South",0.371082,BR,BR1,"Metropolitan Police"
BR1 1JX,No,51.400977,0.018668,540519,168816,TQ405688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1998-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,58,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.14136,BR,BR1,"Metropolitan Police"
BR1 1JY,Yes,51.402027,0.016155,540341,168928,TQ403689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,66,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.240087,BR,BR1,"Metropolitan Police"
BR1 1LA,Yes,51.401365,0.017003,540402,168856,TQ404688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,,"Bromley, unparished area","",1,1,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,63,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.153539,BR,BR1,"Metropolitan Police"
BR1 1LB,No,51.405948,0.014099,540186,169360,TQ401693,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1993-01-01,2013-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,71,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,1,2019-03-28,"Bromley North",0.331742,BR,BR1,"Metropolitan Police"
BR1 1LD,Yes,51.401207,0.016794,540388,168838,TQ403688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,63,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,1,2019-03-28,"Bromley South",0.139598,BR,BR1,"Metropolitan Police"
BR1 1LE,Yes,51.401326,0.016667,540379,168851,TQ403688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,64,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.154834,BR,BR1,"Metropolitan Police"
BR1 1LF,Yes,51.400525,0.017239,540421,168763,TQ404687,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",5,2,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,57,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.0587922,BR,BR1,"Metropolitan Police"
BR1 1LG,Yes,51.400924,0.017041,540406,168807,TQ404688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",3,3,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,61,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.104883,BR,BR1,"Metropolitan Police"
BR1 1LH,No,51.401025,0.016916,540397,168818,TQ403688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1998-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,62,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.117838,BR,BR1,"Metropolitan Police"
BR1 1LJ,No,51.399964,0.016912,540400,168700,TQ403686,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1995-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,53,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.0299736,BR,BR1,"Metropolitan Police"
BR1 1LL,No,51.399964,0.016912,540400,168700,TQ403686,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,1995-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,53,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.0299736,BR,BR1,"Metropolitan Police"
BR1 1LN,No,51.400863,0.016952,540400,168800,TQ404688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1990-02-01,1992-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,61,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.0998352,BR,BR1,"Metropolitan Police"
BR1 1LP,Yes,51.402579,0.01651,540364,168990,TQ403689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,70,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,1,2019-03-28,"Bromley South",0.292428,BR,BR1,"Metropolitan Police"
BR1 1LQ,No,51.400863,0.016952,540400,168800,TQ404688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1993-01-01,1994-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,60,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,8,1,2019-03-28,"Bromley South",0.0998352,BR,BR1,"Metropolitan Police"
BR1 1LR,Yes,51.402576,0.016665,540375,168990,TQ403689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,62,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.290125,BR,BR1,"Metropolitan Police"
BR1 1LS,Yes,51.401991,0.018252,540487,168928,TQ404689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1986-04-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,62,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,1,2019-03-28,"Bromley South",0.229589,BR,BR1,"Metropolitan Police"
BR1 1LT,Yes,51.401991,0.018278,540489,168928,TQ404689,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",12,4,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,62,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.230081,BR,BR1,"Metropolitan Police"
BR1 1LU,Yes,51.4014,0.017059,540406,168860,TQ404688,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1983-03-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 018B","Urban major conurbation",London,64,5,E01000675,,E02000144,"Bromley 018",E43000196,E00003264,E14000604,20532,1,0,2019-03-28,"Bromley South",0.156815,BR,BR1,"Metropolitan Police"
